shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
720,47.13525,27.58335,117
720,47.13518,27.58286,118
720,47.13505,27.58229,119
720,47.13487,27.58175,120
720,47.13464,27.58127,121
720,47.13424,27.58065,122
720,47.134,27.58037,123
720,47.1338,27.58009,124
720,47.13363,27.57971,125
720,47.13359,27.5793,126
720,47.13363,27.57897,127
720,47.13367,27.57881,128
720,47.13367,27.57881,129
720,47.13407,27.57737,130
720,47.13412,27.57709,131
720,47.13413,27.57676,132
720,47.13406,27.57604,133
720,47.13398,27.57514,134
720,47.13404,27.57514,135
720,47.13413,27.57519,136
720,47.13422,27.57525,137
720,47.13427,27.57543,138
720,47.13426,27.57598,139
720,47.13427,27.57621,140
720,47.13417,27.57637,141
720,47.13385,27.57637,142
720,47.1337,27.57607,143
720,47.13369,27.57558,144
721,47.13368,27.5754,0
721,47.13369,27.5754,1
721,47.13368,27.57495,2
721,47.13376,27.57484,3
721,47.13396,27.57482,4
721,47.13404,27.57593,5
721,47.13409,27.57637,6
721,47.13413,27.57676,7
721,47.13412,27.57709,8
721,47.13404,27.57749,9
721,47.13404,27.57749,10
721,47.13363,27.57897,11
721,47.13359,27.5793,12
721,47.13363,27.57971,13
721,47.1338,27.58009,14
721,47.13414,27.58057,15
721,47.13464,27.58127,16
721,47.13487,27.58175,17
721,47.13505,27.58229,18
721,47.13518,27.58286,19
721,47.13525,27.58335,20
721,47.13527,27.58384,21
721,47.13528,27.58515,22
721,47.13533,27.58607,23
721,47.13558,27.58746,24
721,47.13567,27.58815,25
721,47.13583,27.58928,26
721,47.13602,27.59075,27
721,47.1362,27.59196,28
721,47.1362,27.59196,29
721,47.13626,27.59244,30
721,47.13645,27.5941,31
721,47.13651,27.59523,32
721,47.13652,27.59515,33
721,47.13658,27.59627,34
721,47.1369,27.60117,35
721,47.13702,27.60342,36
721,47.13717,27.60551,37
721,47.13721,27.60587,38
721,47.13733,27.60619,39
721,47.14007,27.60215,40
721,47.14007,27.60215,41
721,47.14073,27.60118,42
721,47.14167,27.59974,43
721,47.14381,27.59653,44
721,47.14507,27.59488,45
721,47.14584,27.59392,46
721,47.14698,27.59259,47
721,47.14717,27.59237,48
721,47.14717,27.59237,49
721,47.14931,27.5897,50
721,47.15067,27.58798,51
721,47.15079,27.58793,52
721,47.15092,27.5879,53
721,47.15103,27.58789,54
721,47.15105,27.58791,55
721,47.15111,27.58793,56
721,47.15117,27.58794,57
721,47.15131,27.58789,58
721,47.15144,27.58774,59
721,47.15148,27.58768,60
721,47.15151,27.58746,61
721,47.15149,27.58728,62
721,47.15136,27.58691,63
721,47.15136,27.58684,64
721,47.1514,27.58665,65
721,47.15189,27.58521,66
721,47.15189,27.58521,67
721,47.15274,27.58277,68
721,47.15349,27.58142,69
721,47.15389,27.58075,70
721,47.1553,27.57828,71
721,47.15536,27.57822,72
721,47.15548,27.57805,73
721,47.15559,27.57796,74
721,47.15601,27.57768,75
721,47.15609,27.5776,76
721,47.1562,27.57741,77
721,47.15639,27.57699,78
721,47.15639,27.57699,79
721,47.15652,27.5767,80
721,47.15671,27.57588,81
721,47.15693,27.57504,82
721,47.15708,27.5746,83
721,47.15756,27.57491,84
721,47.1581,27.57525,85
721,47.15821,27.5753,86
721,47.15863,27.57546,87
721,47.15893,27.57549,88
721,47.15905,27.5754,89
721,47.15909,27.57533,90
721,47.15915,27.57511,91
721,47.15905,27.57453,92
721,47.15911,27.57423,93
721,47.15931,27.57377,94
721,47.15967,27.5733,95
721,47.15967,27.5733,96
721,47.15987,27.57315,97
721,47.1601,27.57307,98
721,47.16042,27.57307,99
721,47.16096,27.57316,100
721,47.16176,27.57328,101
721,47.16205,27.57326,102
721,47.16222,27.57322,103
721,47.16259,27.57305,104
721,47.16331,27.57264,105
721,47.16516,27.57158,106
721,47.16516,27.57158,107
721,47.16553,27.57136,108
721,47.16572,27.57127,109
721,47.16589,27.57117,110
721,47.16599,27.57108,111
721,47.16623,27.57078,112
721,47.16689,27.56949,113
721,47.16765,27.56816,114
721,47.16855,27.56644,115
721,47.16958,27.56451,116
721,47.16991,27.56385,117
721,47.17054,27.56245,118
721,47.17075,27.56207,119
721,47.17129,27.56092,120
721,47.17189,27.55953,121
721,47.17198,27.55917,122
721,47.17198,27.55917,123
721,47.17217,27.55839,124
721,47.1728,27.55539,125
721,47.17333,27.55279,126
721,47.17352,27.55183,127
721,47.17358,27.55097,128
721,47.17345,27.54852,129
721,47.17315,27.54286,130
721,47.17315,27.54286,131
721,47.17309,27.54181,132
721,47.17294,27.54034,133
721,47.17288,27.53951,134
721,47.17286,27.53802,135
721,47.17273,27.53743,136
721,47.17264,27.53734,137
721,47.17244,27.53733,138
721,47.17245,27.53733,139
721,47.17236,27.53739,140
721,47.17231,27.53748,141
721,47.17229,27.5376,142
721,47.17229,27.53762,143
722,47.18059,27.56739,0
722,47.18059,27.56738,1
722,47.17399,27.57285,2
722,47.17399,27.57285,3
722,47.17174,27.57472,4
722,47.17117,27.5752,5
722,47.17111,27.57521,6
722,47.17063,27.57555,7
722,47.17018,27.57593,8
722,47.17018,27.57593,9
722,47.16994,27.57609,10
722,47.16994,27.57609,11
722,47.16957,27.57628,12
722,47.16946,27.57641,13
722,47.16942,27.57651,14
722,47.16934,27.57681,15
722,47.16934,27.57681,16
722,47.16902,27.57798,17
722,47.16869,27.5789,18
722,47.16869,27.5789,19
722,47.16833,27.57981,20
722,47.16799,27.58073,21
722,47.16788,27.58102,22
722,47.16788,27.58102,23
722,47.16744,27.58265,24
722,47.16653,27.58629,25
722,47.16634,27.58705,26
722,47.16634,27.58705,27
722,47.16594,27.58866,28
722,47.16555,27.59041,29
722,47.16507,27.59071,30
722,47.16507,27.59071,31
722,47.1643,27.59121,32
722,47.16431,27.59136,33
722,47.16427,27.59157,34
722,47.16414,27.59189,35
722,47.16369,27.59288,36
722,47.16358,27.59312,37
722,47.16346,27.59342,38
722,47.16332,27.59364,39
722,47.16309,27.59395,40
722,47.16309,27.59395,41
722,47.16267,27.59444,42
722,47.16235,27.59467,43
722,47.16208,27.59472,44
722,47.16195,27.59473,45
722,47.16184,27.5947,46
722,47.16173,27.59462,47
722,47.16152,27.59428,48
722,47.16044,27.59079,49
722,47.16045,27.59079,50
722,47.15969,27.58828,51
722,47.15945,27.58741,52
722,47.15922,27.5867,53
722,47.15922,27.5867,54
722,47.15897,27.58596,55
722,47.15881,27.58564,56
722,47.15848,27.58526,57
722,47.15828,27.58515,58
722,47.15804,27.58508,59
722,47.15742,27.58505,60
722,47.15676,27.58501,61
722,47.15658,27.585,62
722,47.15643,27.58504,63
722,47.1563,27.58507,64
722,47.15576,27.5854,65
722,47.15576,27.5854,66
722,47.15552,27.58555,67
722,47.15526,27.58576,68
722,47.15503,27.58599,69
722,47.15496,27.58609,70
722,47.15371,27.58739,71
722,47.15327,27.58785,72
722,47.15314,27.58799,73
722,47.15297,27.58811,74
722,47.15277,27.58816,75
722,47.15258,27.58814,76
722,47.15231,27.58794,77
722,47.15231,27.58794,78
722,47.15168,27.5874,79
722,47.15143,27.58713,80
722,47.15136,27.58706,81
722,47.15127,27.58702,82
722,47.15114,27.587,83
722,47.1507,27.58683,84
722,47.15022,27.58643,85
722,47.14924,27.58562,86
722,47.14924,27.58562,87
722,47.14571,27.58264,88
722,47.14498,27.58203,89
722,47.14438,27.58154,90
722,47.14436,27.58144,91
722,47.14434,27.58129,92
722,47.14435,27.58118,93
722,47.14439,27.58109,94
722,47.14449,27.58102,95
722,47.14462,27.58114,96
722,47.14469,27.58123,97
722,47.14469,27.58123,98
722,47.14496,27.5816,99
722,47.14521,27.58183,100
722,47.14552,27.58205,101
722,47.14654,27.5805,102
722,47.14733,27.57928,103
722,47.14795,27.5784,104
722,47.14795,27.5784,105
722,47.14837,27.57779,106
722,47.14841,27.57766,107
722,47.14846,27.57747,108
722,47.14848,27.57693,109
722,47.14848,27.57664,110
722,47.14851,27.57647,111
722,47.14854,27.57635,112
722,47.14869,27.57615,113
722,47.14992,27.57465,114
722,47.15037,27.57411,115
722,47.15037,27.57411,116
722,47.15091,27.5735,117
722,47.15165,27.57272,118
722,47.15206,27.57228,119
722,47.15206,27.57228,120
722,47.153,27.5713,121
722,47.15362,27.57062,122
722,47.15381,27.57047,123
722,47.15395,27.57039,124
722,47.15556,27.57039,125
722,47.15586,27.57038,126
722,47.15586,27.57038,127
722,47.15746,27.57037,128
722,47.15832,27.57037,129
722,47.15948,27.57045,130
722,47.15987,27.57045,131
722,47.16016,27.57036,132
722,47.16041,27.57087,133
722,47.16041,27.57087,134
722,47.16055,27.57114,135
722,47.16069,27.57131,136
722,47.16076,27.57137,137
722,47.16083,27.57139,138
722,47.16095,27.5714,139
722,47.16107,27.5714,140
722,47.16116,27.57139,141
722,47.16139,27.57131,142
722,47.16155,27.57111,143
722,47.16174,27.57082,144
722,47.16223,27.57004,145
722,47.16148,27.56903,146
722,47.16182,27.56795,147
722,47.16207,27.56709,148
722,47.16218,27.56678,149
722,47.16239,27.56636,150
722,47.16239,27.56636,151
722,47.16302,27.56506,152
722,47.16321,27.56475,153
722,47.16348,27.5642,154
722,47.16361,27.56385,155
722,47.16379,27.56349,156
722,47.16384,27.56337,157
722,47.16384,27.56337,158
722,47.16606,27.55883,159
722,47.16627,27.55847,160
722,47.16673,27.55752,161
722,47.16679,27.55713,162
722,47.16678,27.55586,163
722,47.16678,27.55533,164
722,47.16678,27.55533,165
722,47.16677,27.55241,166
722,47.16678,27.55194,167
722,47.16678,27.55194,168
722,47.16678,27.55074,169
722,47.16676,27.55025,170
722,47.16675,27.54577,171
722,47.16676,27.54565,172
722,47.16676,27.54565,173
722,47.16677,27.54452,174
722,47.16674,27.54396,175
722,47.16677,27.54335,176
722,47.16685,27.54316,177
722,47.16852,27.5411,178
723,47.16829,27.54135,0
723,47.1683,27.54136,1
723,47.16685,27.54316,2
723,47.16669,27.54356,3
723,47.16668,27.54452,4
723,47.16668,27.54534,5
723,47.16668,27.54534,6
723,47.1667,27.55189,7
723,47.1667,27.55189,8
723,47.16671,27.55586,9
723,47.16669,27.55707,10
723,47.16667,27.55731,11
723,47.16662,27.5575,12
723,47.166,27.55879,13
723,47.166,27.55879,14
723,47.16306,27.5648,15
723,47.16306,27.5648,16
723,47.16263,27.56566,17
723,47.16197,27.567,18
723,47.16117,27.56862,19
723,47.161,27.56892,20
723,47.16094,27.56901,21
723,47.16094,27.56901,22
723,47.16016,27.57036,23
723,47.15987,27.57045,24
723,47.15948,27.57045,25
723,47.15832,27.57037,26
723,47.1579,27.57037,27
723,47.1579,27.57037,28
723,47.15458,27.57039,29
723,47.15458,27.57039,30
723,47.15395,27.57039,31
723,47.15381,27.57047,32
723,47.15362,27.57062,33
723,47.153,27.5713,34
723,47.15266,27.57166,35
723,47.15154,27.57284,36
723,47.15138,27.573,37
723,47.15138,27.573,38
723,47.15055,27.57389,39
723,47.14897,27.57583,40
723,47.14883,27.576,41
723,47.14883,27.57599,42
723,47.14854,27.57635,43
723,47.14848,27.57664,44
723,47.14848,27.57722,45
723,47.14846,27.57747,46
723,47.14842,27.57763,47
723,47.14837,27.57779,48
723,47.14733,27.57928,49
723,47.14687,27.57999,50
723,47.14687,27.57999,51
723,47.14514,27.58262,52
723,47.14483,27.58234,53
723,47.14455,27.58216,54
723,47.14454,27.58215,55
723,47.14454,27.58215,56
723,47.14423,27.58201,57
723,47.14415,27.58193,58
723,47.14411,27.58184,59
723,47.14415,27.58171,60
723,47.14421,27.58162,61
723,47.14427,27.58157,62
723,47.14438,27.58154,63
723,47.14586,27.58277,64
723,47.14586,27.58276,65
723,47.15022,27.58643,66
723,47.15057,27.58672,67
723,47.15057,27.58672,68
723,47.1507,27.58683,69
723,47.15081,27.58697,70
723,47.15087,27.58708,71
723,47.1509,27.5872,72
723,47.15091,27.58741,73
723,47.15091,27.58753,74
723,47.15093,27.58767,75
723,47.15098,27.5878,76
723,47.15103,27.58789,77
723,47.15108,27.58792,78
723,47.15121,27.58793,79
723,47.15126,27.58792,80
723,47.15135,27.58786,81
723,47.15144,27.58774,82
723,47.15157,27.58779,83
723,47.15203,27.58818,84
723,47.15228,27.58832,85
723,47.15247,27.58838,86
723,47.1527,27.58834,87
723,47.15292,27.58824,88
723,47.15303,27.58816,89
723,47.15313,27.588,90
723,47.15327,27.58785,91
723,47.15371,27.58739,92
723,47.15417,27.58691,93
723,47.15417,27.58691,94
723,47.15496,27.58609,95
723,47.15503,27.58599,96
723,47.15526,27.58576,97
723,47.15552,27.58555,98
723,47.1563,27.58507,99
723,47.15658,27.585,100
723,47.15699,27.58503,101
723,47.15742,27.58505,102
723,47.15776,27.58505,103
723,47.15803,27.58538,104
723,47.15826,27.58568,105
723,47.15826,27.58568,106
723,47.1584,27.5859,107
723,47.15864,27.58634,108
723,47.15927,27.58764,109
723,47.15927,27.58764,110
723,47.15971,27.58857,111
723,47.15971,27.58857,112
723,47.15986,27.58891,113
723,47.16018,27.58992,114
723,47.16018,27.58992,115
723,47.16137,27.59378,116
723,47.16137,27.59378,117
723,47.16177,27.59506,118
723,47.16267,27.59444,119
723,47.16322,27.59379,120
723,47.16346,27.59342,121
723,47.16392,27.5924,122
723,47.16416,27.59185,123
723,47.16416,27.59185,124
723,47.16427,27.59157,125
723,47.16431,27.59136,126
723,47.1643,27.59121,127
723,47.16555,27.59041,128
723,47.1659,27.58887,129
723,47.1659,27.58887,130
723,47.16653,27.58629,131
723,47.16744,27.58265,132
723,47.16751,27.5824,133
723,47.16751,27.5824,134
723,47.16775,27.58148,135
723,47.16792,27.58091,136
723,47.16868,27.57893,137
723,47.1691,27.57779,138
723,47.1691,27.57779,139
723,47.16924,27.57744,140
723,47.16934,27.57726,141
723,47.16941,27.57717,142
723,47.1695,27.57713,143
723,47.16976,27.57698,144
723,47.16984,27.57689,145
723,47.17014,27.57618,146
723,47.17065,27.57572,147
723,47.17065,27.57572,148
723,47.17113,27.57529,149
723,47.17117,27.5752,150
723,47.17138,27.57503,151
723,47.17211,27.57442,152
723,47.17348,27.57328,153
723,47.17394,27.57289,154
723,47.17415,27.57272,155
723,47.17415,27.57272,156
723,47.17551,27.57158,157
723,47.17551,27.57159,158
723,47.18103,27.56701,159
724,47.19054,27.55849,0
724,47.19054,27.55849,1
724,47.19047,27.55856,2
724,47.19042,27.55863,3
724,47.19036,27.55878,4
724,47.19035,27.55897,5
724,47.19036,27.55907,6
724,47.18928,27.55997,7
724,47.18814,27.56093,8
724,47.18803,27.56096,9
724,47.18781,27.56108,10
724,47.18761,27.56132,11
724,47.18755,27.56144,12
724,47.18607,27.56269,13
724,47.18553,27.56316,14
724,47.18496,27.56363,15
724,47.18496,27.56363,16
724,47.18439,27.56412,17
724,47.18364,27.56482,18
724,47.1824,27.56579,19
724,47.18153,27.56653,20
724,47.18099,27.56705,21
724,47.17782,27.56967,22
724,47.17686,27.57047,23
724,47.17686,27.57047,24
724,47.17174,27.57472,25
724,47.17117,27.5752,26
724,47.17111,27.57521,27
724,47.17076,27.57546,28
724,47.17076,27.57546,29
724,47.17004,27.57603,30
724,47.16973,27.57621,31
724,47.16973,27.57621,32
724,47.16951,27.57633,33
724,47.16946,27.57641,34
724,47.16942,27.57651,35
724,47.16936,27.57675,36
724,47.16936,27.57675,37
724,47.16902,27.57798,38
724,47.16879,27.57864,39
724,47.16879,27.57864,40
724,47.16799,27.58073,41
724,47.16778,27.58134,42
724,47.16759,27.5821,43
724,47.16698,27.58447,44
724,47.16698,27.58447,45
724,47.16626,27.58738,46
724,47.16571,27.5897,47
724,47.16555,27.59041,48
724,47.1643,27.59121,49
724,47.1643,27.59145,50
724,47.16423,27.59171,51
