shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
731,47.14298,27.59778,37
731,47.14298,27.59778,38
731,47.14381,27.59653,39
731,47.14463,27.59545,40
731,47.14584,27.59392,41
731,47.14744,27.59205,42
731,47.14685,27.59119,43
731,47.14658,27.59078,44
731,47.14646,27.59052,45
731,47.14635,27.59025,46
731,47.14621,27.58985,47
731,47.14617,27.58963,48
731,47.14605,27.58891,49
731,47.14604,27.58805,50
731,47.14604,27.58805,51
731,47.14606,27.58602,52
731,47.14609,27.58492,53
731,47.14611,27.58462,54
731,47.1462,27.58429,55
731,47.14638,27.58379,56
731,47.14679,27.58274,57
731,47.14687,27.58255,58
731,47.14704,27.58228,59
731,47.14725,27.58193,60
731,47.14896,27.57923,61
731,47.14896,27.57923,62
731,47.14977,27.57807,63
731,47.15189,27.57512,64
731,47.15209,27.57483,65
731,47.1523,27.57459,66
731,47.1527,27.57418,67
731,47.15296,27.57399,68
731,47.15341,27.57375,69
731,47.15382,27.57361,70
731,47.15409,27.57355,71
731,47.15433,27.57351,72
731,47.15462,27.57352,73
731,47.15494,27.57355,74
731,47.15526,27.57366,75
731,47.15558,27.57377,76
731,47.1559,27.57393,77
731,47.15708,27.5746,78
731,47.1581,27.57525,79
731,47.15827,27.57532,80
731,47.15863,27.57546,81
731,47.15875,27.57548,82
731,47.15893,27.57549,83
731,47.15905,27.5754,84
731,47.15913,27.57525,85
731,47.15915,27.57511,86
731,47.15913,27.57496,87
731,47.15907,27.57469,88
731,47.15905,27.57453,89
731,47.15906,27.57438,90
731,47.15918,27.57405,91
731,47.15931,27.57377,92
731,47.15942,27.57362,93
731,47.15942,27.57362,94
731,47.15965,27.57332,95
731,47.15987,27.57315,96
731,47.1601,27.57307,97
731,47.16042,27.57307,98
731,47.1609,27.57315,99
731,47.16176,27.57328,100
731,47.16205,27.57326,101
731,47.16222,27.57322,102
731,47.16259,27.57305,103
731,47.16516,27.57158,104
731,47.16553,27.57136,105
731,47.16572,27.57127,106
731,47.16589,27.57117,107
731,47.16599,27.57108,108
731,47.16623,27.57078,109
731,47.16689,27.56949,110
731,47.16765,27.56816,111
731,47.16817,27.56717,112
731,47.16817,27.56717,113
731,47.16855,27.56644,114
731,47.16958,27.56451,115
731,47.16991,27.56385,116
731,47.17054,27.56245,117
731,47.17075,27.56207,118
731,47.17129,27.56092,119
731,47.17189,27.55953,120
731,47.17217,27.55839,121
731,47.1728,27.55539,122
731,47.1729,27.5549,123
731,47.1729,27.5549,124
731,47.17333,27.55279,125
731,47.17352,27.55183,126
731,47.17358,27.55097,127
731,47.17345,27.54852,128
731,47.17328,27.54517,129
731,47.17309,27.54181,130
731,47.17291,27.53992,131
731,47.17291,27.53992,132
731,47.17286,27.53864,133
731,47.17286,27.53802,134
731,47.17273,27.53743,135
731,47.17232,27.53638,136
731,47.17225,27.53612,137
731,47.17223,27.53587,138
731,47.17222,27.53541,139
731,47.17226,27.53254,140
731,47.17229,27.53239,141
731,47.17235,27.53111,142
731,47.17237,27.53082,143
731,47.17243,27.53044,144
731,47.17248,27.53025,145
731,47.17275,27.52961,146
731,47.17283,27.52933,147
731,47.17287,27.52902,148
731,47.17286,27.52862,149
731,47.17276,27.5278,150
731,47.1727,27.52735,151
731,47.17256,27.52623,152
731,47.17256,27.52601,153
731,47.17251,27.52345,154
731,47.17251,27.52345,155
731,47.17245,27.52002,156
731,47.17241,27.51723,157
731,47.17249,27.51629,158
731,47.17285,27.51361,159
731,47.17304,27.51269,160
731,47.17309,27.51251,161
731,47.17314,27.51243,162
731,47.17319,27.51233,163
731,47.17319,27.5122,164
731,47.17317,27.51213,165
731,47.17313,27.51209,166
731,47.17305,27.51205,167
731,47.17296,27.51209,168
731,47.17293,27.51211,169
731,47.17288,27.51218,170
731,47.17283,27.51218,171
731,47.17273,27.51214,172
731,47.17267,27.51208,173
731,47.17261,27.512,174
731,47.17257,27.51188,175
731,47.17254,27.51164,176
731,47.17252,27.51025,177
731,47.1725,27.51008,178
731,47.17247,27.50996,179
731,47.17242,27.50987,180
731,47.17161,27.50945,181
731,47.17145,27.50938,182
731,47.1713,27.50934,183
731,47.17076,27.50938,184
731,47.17076,27.50938,185
731,47.17047,27.5094,186
731,47.16983,27.50952,187
731,47.16964,27.50953,188
731,47.16956,27.50952,189
731,47.1695,27.50947,190
731,47.16943,27.50947,191
731,47.16938,27.5095,192
731,47.16933,27.50962,193
731,47.16931,27.50969,194
731,47.16836,27.5098,195
731,47.16795,27.50988,196
731,47.16811,27.51152,197
731,47.16809,27.51179,198
731,47.16814,27.5123,199
731,47.16743,27.51245,200
731,47.16752,27.51334,201
732,47.19051,27.55845,0
732,47.19053,27.5585,1
732,47.19044,27.55859,2
732,47.19039,27.5587,3
732,47.19035,27.55888,4
732,47.19036,27.55907,5
732,47.18814,27.56093,6
732,47.18792,27.561,7
732,47.1877,27.56119,8
732,47.18755,27.56144,9
732,47.18595,27.5628,10
732,47.18439,27.56412,11
732,47.18364,27.56482,12
732,47.1824,27.56579,13
732,47.18153,27.56653,14
732,47.18099,27.56705,15
732,47.17754,27.5699,16
732,47.17754,27.5699,17
732,47.17211,27.57442,18
732,47.17138,27.57503,19
732,47.17117,27.5752,20
732,47.17111,27.57521,21
732,47.17094,27.57533,22
732,47.17094,27.57533,23
732,47.17018,27.57593,24
732,47.17004,27.57603,25
732,47.16967,27.57624,26
732,47.16967,27.57624,27
732,47.16951,27.57633,28
732,47.16946,27.57641,29
732,47.16942,27.57651,30
732,47.16933,27.57683,31
732,47.16933,27.57683,32
732,47.16902,27.57798,33
732,47.16868,27.57893,34
732,47.16819,27.58019,35
732,47.16819,27.58019,36
732,47.16799,27.58073,37
732,47.16778,27.58134,38
732,47.16732,27.58315,39
732,47.16684,27.58501,40
732,47.16684,27.58501,41
732,47.16594,27.58866,42
732,47.16555,27.59041,43
732,47.165,27.59076,44
732,47.165,27.59076,45
732,47.1643,27.59121,46
732,47.16431,27.59136,47
732,47.16427,27.59157,48
732,47.16414,27.59189,49
732,47.16369,27.59288,50
732,47.16358,27.59312,51
732,47.16346,27.59342,52
732,47.16332,27.59364,53
732,47.16274,27.59437,54
732,47.16235,27.59467,55
732,47.16177,27.59506,56
732,47.16164,27.5952,57
732,47.16142,27.59549,58
732,47.16142,27.59549,59
732,47.16095,27.59613,60
732,47.16063,27.59675,61
732,47.16044,27.59722,62
732,47.15998,27.59836,63
732,47.15953,27.59918,64
732,47.15911,27.5998,65
732,47.15899,27.59996,66
732,47.15877,27.60016,67
732,47.15869,27.60048,68
732,47.1587,27.6006,69
732,47.15878,27.60081,70
732,47.15887,27.60101,71
732,47.15869,27.60123,72
732,47.15807,27.60187,73
732,47.15807,27.60187,74
732,47.15644,27.6035,75
732,47.15586,27.60408,76
732,47.15568,27.60421,77
732,47.15533,27.60432,78
732,47.15514,27.60434,79
732,47.15482,27.60427,80
732,47.15444,27.60414,81
732,47.15407,27.60404,82
732,47.15407,27.60403,83
732,47.15377,27.60395,84
732,47.15394,27.60281,85
732,47.15395,27.6024,86
732,47.15387,27.60186,87
732,47.15361,27.60054,88
732,47.15348,27.60023,89
732,47.15306,27.59964,90
732,47.15306,27.59964,91
732,47.15129,27.59724,92
732,47.15065,27.5964,93
732,47.1499,27.59536,94
732,47.1499,27.59536,95
732,47.14829,27.59317,96
732,47.14744,27.59205,97
732,47.14698,27.59259,98
732,47.14644,27.59322,99
732,47.14644,27.59322,100
732,47.14584,27.59392,101
732,47.14507,27.59488,102
732,47.14381,27.59653,103
732,47.14167,27.59974,104
732,47.14115,27.60054,105
732,47.14115,27.60054,106
732,47.14073,27.60118,107
732,47.13756,27.60583,108
732,47.13745,27.60585,109
732,47.13735,27.60583,110
732,47.13728,27.60577,111
732,47.13722,27.60567,112
732,47.13717,27.60551,113
732,47.13702,27.60342,114
732,47.13694,27.60188,115
732,47.13694,27.60188,116
732,47.13669,27.59792,117
732,47.13656,27.59591,118
732,47.13652,27.59515,119
732,47.13651,27.59523,120
732,47.13645,27.5941,121
732,47.13635,27.59314,122
732,47.13632,27.59285,123
732,47.13632,27.59285,124
732,47.13558,27.58746,125
732,47.13533,27.58607,126
732,47.13531,27.58572,127
732,47.13531,27.58572,128
732,47.13528,27.58515,129
732,47.13527,27.58384,130
732,47.13525,27.58335,131
732,47.13518,27.58286,132
732,47.13505,27.58229,133
732,47.13487,27.58175,134
732,47.13464,27.58127,135
732,47.13414,27.58057,136
732,47.1338,27.58009,137
732,47.13363,27.57971,138
732,47.13359,27.5793,139
732,47.13363,27.57897,140
732,47.13386,27.57815,141
732,47.13407,27.57737,142
732,47.13412,27.57709,143
732,47.13413,27.57676,144
732,47.13406,27.57604,145
732,47.13398,27.57514,146
732,47.13404,27.57514,147
732,47.13413,27.57519,148
732,47.13422,27.57525,149
732,47.13427,27.57543,150
732,47.13426,27.57598,151
732,47.13427,27.57621,152
732,47.13417,27.57637,153
732,47.13385,27.57637,154
732,47.1337,27.57607,155
732,47.13369,27.5754,156
733,47.13368,27.57539,0
733,47.13369,27.5754,1
733,47.13368,27.57495,2
733,47.13376,27.57484,3
733,47.13396,27.57482,4
733,47.13404,27.57593,5
733,47.13409,27.57637,6
733,47.13413,27.57676,7
733,47.13412,27.57709,8
733,47.13398,27.5777,9
733,47.13375,27.57852,10
733,47.13375,27.57852,11
733,47.13363,27.57897,12
733,47.13359,27.5793,13
733,47.13363,27.57971,14
733,47.1338,27.58009,15
733,47.13414,27.58057,16
733,47.13464,27.58127,17
733,47.13487,27.58175,18
733,47.13505,27.58229,19
733,47.13518,27.58286,20
733,47.13525,27.58335,21
733,47.13527,27.58384,22
733,47.13528,27.58515,23
733,47.13533,27.58607,24
733,47.13558,27.58746,25
733,47.13567,27.58815,26
733,47.13583,27.58928,27
733,47.13615,27.5916,28
733,47.13615,27.5916,29
733,47.13626,27.59244,30
733,47.13645,27.5941,31
733,47.13651,27.59523,32
733,47.13652,27.59515,33
733,47.13658,27.59627,34
733,47.13672,27.59844,35
733,47.13672,27.59844,36
733,47.13684,27.60021,37
733,47.13702,27.60342,38
733,47.13719,27.60575,39
733,47.13725,27.606,40
733,47.13733,27.60619,41
733,47.13756,27.60583,42
733,47.14073,27.60118,43
733,47.14073,27.60118,44
733,47.14167,27.59974,45
733,47.14381,27.59653,46
733,47.14507,27.59488,47
733,47.14584,27.59392,48
733,47.14633,27.59335,49
733,47.14633,27.59335,50
733,47.14744,27.59205,51
733,47.14922,27.59443,52
733,47.15065,27.5964,53
733,47.15151,27.59753,54
733,47.15151,27.59753,55
733,47.15333,27.6,56
733,47.15348,27.60023,57
733,47.15359,27.60046,58
733,47.15364,27.60067,59
733,47.15392,27.60215,60
733,47.15396,27.60249,61
733,47.15392,27.60293,62
733,47.15377,27.60395,63
733,47.15401,27.60402,64
733,47.15444,27.60414,65
733,47.15482,27.60427,66
733,47.15514,27.60434,67
733,47.15533,27.60432,68
733,47.15535,27.60432,69
733,47.15535,27.60432,70
733,47.15568,27.60421,71
733,47.15586,27.60408,72
733,47.15699,27.60296,73
733,47.15867,27.60126,74
733,47.15887,27.60101,75
733,47.1587,27.6006,76
733,47.15871,27.60034,77
733,47.15877,27.60016,78
733,47.15899,27.59996,79
733,47.15938,27.59943,80
733,47.15968,27.59892,81
733,47.15998,27.59836,82
733,47.16018,27.59789,83
733,47.16018,27.59789,84
733,47.16063,27.59675,85
733,47.16095,27.59613,86
733,47.16124,27.59572,87
733,47.16151,27.59538,88
733,47.16177,27.59506,89
733,47.16267,27.59444,90
733,47.16322,27.59379,91
733,47.16346,27.59342,92
733,47.16361,27.59306,93
733,47.16423,27.59171,94
733,47.1643,27.59145,95
733,47.1643,27.59121,96
733,47.16555,27.59041,97
733,47.16571,27.5897,98
733,47.16585,27.58907,99
733,47.16585,27.58907,100
733,47.16653,27.58629,101
733,47.16744,27.58265,102
733,47.16775,27.58148,103
733,47.16792,27.58091,104
733,47.16868,27.57893,105
733,47.16881,27.57858,106
733,47.16881,27.57858,107
733,47.16924,27.57744,108
733,47.16934,27.57726,109
733,47.16941,27.57717,110
733,47.16966,27.57704,111
733,47.1698,27.57694,112
733,47.17007,27.57631,113
733,47.17014,27.57618,114
733,47.17065,27.57572,115
733,47.17113,27.57529,116
733,47.17117,27.5752,117
733,47.17138,27.57503,118
733,47.17211,27.57442,119
733,47.17348,27.57328,120
733,47.17394,27.57289,121
733,47.17458,27.57236,122
733,47.17458,27.57236,123
733,47.1767,27.5706,124
733,47.18099,27.56705,125
733,47.18153,27.56653,126
733,47.18196,27.56618,127
733,47.18196,27.56618,128
733,47.1824,27.56579,129
733,47.18313,27.56522,130
733,47.18366,27.56479,131
733,47.18469,27.56387,132
733,47.18553,27.56316,133
733,47.1873,27.56165,134
733,47.1873,27.56165,135
733,47.18755,27.56144,136
733,47.18769,27.5614,137
733,47.18789,27.56129,138
733,47.18802,27.56114,139
733,47.18814,27.56093,140
733,47.19036,27.55907,141
733,47.19043,27.55915,142
733,47.1905,27.55918,143
733,47.19067,27.55917,144
734,47.17283,27.53343,0
734,47.17296,27.5334,1
734,47.17355,27.5381,2
734,47.17367,27.53901,3
734,47.17372,27.53929,4
734,47.17382,27.53966,5
734,47.17432,27.54098,6
734,47.17465,27.54189,7
734,47.17477,27.54252,8
734,47.17478,27.54262,9
734,47.17478,27.54262,10
734,47.1748,27.54317,11
734,47.1748,27.54354,12
734,47.17472,27.54522,13
734,47.17456,27.54877,14
734,47.17432,27.55202,15
734,47.17432,27.55202,16
734,47.17407,27.55535,17
734,47.17399,27.55613,18
734,47.1734,27.56018,19
734,47.17336,27.56044,20
734,47.17315,27.56112,21
734,47.17315,27.56112,22
734,47.17274,27.56235,23
734,47.17231,27.56366,24
734,47.17223,27.56406,25
734,47.17237,27.56484,26
734,47.17248,27.56569,27
734,47.17235,27.56631,28
734,47.17189,27.56743,29
734,47.17156,27.56833,30
734,47.17131,27.56922,31
734,47.171,27.57052,32
734,47.17043,27.57319,33
734,47.17003,27.57455,34
734,47.16986,27.57562,35
734,47.16976,27.57609,36
734,47.16941,27.57657,37
734,47.16941,27.57657,38
734,47.16902,27.57798,39
734,47.16868,27.57893,40
734,47.16834,27.57978,41
734,47.16834,27.57978,42
734,47.16792,27.58091,43
734,47.16775,27.58148,44
734,47.16747,27.58255,45
734,47.16747,27.58255,46
734,47.16685,27.58498,47
734,47.16594,27.58866,48
734,47.16594,27.58866,49
734,47.16555,27.59041,50
734,47.16449,27.59109,51
734,47.16449,27.59109,52
734,47.1643,27.59121,53
734,47.16431,27.59136,54
734,47.16427,27.59157,55
734,47.16414,27.59189,56
734,47.16369,27.59288,57
734,47.16358,27.59312,58
734,47.16346,27.59342,59
734,47.16332,27.59364,60
734,47.16274,27.59437,61
734,47.16235,27.59467,62
734,47.16177,27.59506,63
734,47.16164,27.5952,64
734,47.16132,27.59561,65
734,47.16103,27.59602,66
734,47.16103,27.59602,67
734,47.16083,27.59633,68
734,47.16055,27.59695,69
734,47.16022,27.59779,70
734,47.15998,27.59836,71
734,47.15968,27.59892,72
734,47.15938,27.59943,73
734,47.15899,27.59996,74
734,47.15877,27.60016,75
734,47.15871,27.60034,76
734,47.1587,27.6006,77
734,47.15887,27.60101,78
734,47.15867,27.60126,79
734,47.15806,27.60188,80
734,47.15806,27.60188,81
734,47.15644,27.6035,82
734,47.15586,27.60408,83
734,47.15568,27.60421,84
734,47.15533,27.60432,85
734,47.15514,27.60434,86
734,47.15507,27.60432,87
734,47.15507,27.60432,88
734,47.15482,27.60427,89
734,47.15444,27.60414,90
734,47.15401,27.60402,91
734,47.15377,27.60395,92
734,47.15392,27.60293,93
734,47.15395,27.60268,94
734,47.15395,27.6023,95
734,47.15375,27.6012,96
734,47.15372,27.6011,97
734,47.15372,27.6011,98
734,47.15359,27.60046,99
734,47.15348,27.60023,100
734,47.15333,27.6,101
734,47.15225,27.59853,102
734,47.15136,27.59732,103
734,47.15136,27.59732,104
734,47.15078,27.59658,105
734,47.15026,27.59583,106
734,47.14829,27.59317,107
734,47.14744,27.59205,108
734,47.14698,27.59259,109
734,47.14694,27.59264,110
734,47.14694,27.59264,111
734,47.14584,27.59392,112
734,47.14507,27.59488,113
734,47.14381,27.59653,114
734,47.14366,27.59675,115
734,47.14366,27.59675,116
734,47.14167,27.59974,117
734,47.14094,27.60086,118
734,47.14094,27.60086,119
734,47.13756,27.60583,120
734,47.13745,27.60585,121
734,47.13735,27.60583,122
734,47.13728,27.60577,123
734,47.13722,27.60567,124
734,47.13717,27.60551,125
734,47.13702,27.60342,126
734,47.13697,27.60238,127
734,47.13697,27.60238,128
734,47.13669,27.59792,129
734,47.13659,27.59639,130
734,47.13659,27.59639,131
734,47.13656,27.59591,132
734,47.13652,27.59515,133
734,47.13651,27.59523,134
734,47.13645,27.5941,135
734,47.13635,27.59314,136
734,47.13621,27.59203,137
734,47.13598,27.59045,138
734,47.13598,27.59045,139
734,47.13558,27.58746,140
734,47.13533,27.58607,141
734,47.1353,27.58554,142
734,47.13528,27.58474,143
734,47.13528,27.58474,144
734,47.13527,27.58384,145
734,47.13525,27.58335,146
734,47.13518,27.58286,147
734,47.13505,27.58229,148
734,47.13487,27.58175,149
734,47.13464,27.58127,150
734,47.13414,27.58057,151
734,47.1338,27.58009,152
734,47.13363,27.57971,153
734,47.13359,27.5793,154
734,47.13363,27.57897,155
734,47.13386,27.57815,156
734,47.13407,27.57737,157
734,47.13411,27.57714,158
734,47.13411,27.57714,159
734,47.13413,27.57676,160
734,47.13406,27.57604,161
734,47.13398,27.57514,162
734,47.13404,27.57514,163
734,47.13413,27.57519,164
734,47.13422,27.57525,165
734,47.13427,27.57543,166
734,47.13426,27.57598,167
734,47.13427,27.57621,168
734,47.13417,27.57637,169
734,47.13385,27.57637,170
734,47.1337,27.57607,171
734,47.13368,27.57535,172
735,47.13368,27.57538,0
735,47.13369,27.57538,1
735,47.13368,27.57495,2
735,47.13376,27.57484,3
735,47.13396,27.57482,4
735,47.13404,27.57593,5
735,47.13409,27.57637,6
735,47.13413,27.57676,7
735,47.13412,27.57709,8
735,47.13398,27.5777,9
735,47.13369,27.57875,10
735,47.13363,27.57897,11
735,47.13359,27.5793,12
735,47.13363,27.57971,13
735,47.1338,27.58009,14
735,47.13464,27.58127,15
735,47.13487,27.58175,16
735,47.13505,27.58229,17
735,47.13518,27.58286,18
735,47.13525,27.58335,19
735,47.13528,27.58469,20
735,47.13528,27.58506,21
735,47.13528,27.58506,22
735,47.1353,27.58554,23
735,47.13533,27.58607,24
735,47.13558,27.58746,25
735,47.1357,27.58838,26
735,47.13601,27.59068,27
735,47.13635,27.59314,28
735,47.13645,27.5941,29
735,47.13651,27.59523,30
735,47.13652,27.59515,31
735,47.13656,27.59591,32
735,47.13666,27.59749,33
735,47.13666,27.59749,34
735,47.1369,27.60117,35
735,47.13702,27.60342,36
735,47.13717,27.60551,37
735,47.13721,27.60587,38
735,47.13733,27.60619,39
735,47.13949,27.603,40
735,47.13949,27.603,41
735,47.14073,27.60118,42
735,47.14167,27.59974,43
735,47.14309,27.59761,44
735,47.14309,27.59761,45
735,47.14381,27.59653,46
735,47.14463,27.59545,47
735,47.14584,27.59392,48
735,47.14646,27.5932,49
735,47.14646,27.5932,50
735,47.14744,27.59205,51
735,47.14922,27.59443,52
735,47.15045,27.59611,53
735,47.15045,27.59611,54
735,47.15078,27.59658,55
735,47.15197,27.59816,56
735,47.15348,27.60023,57
735,47.15361,27.60054,58
735,47.15367,27.6008,59
735,47.1537,27.60099,60
735,47.1537,27.60099,61
735,47.15394,27.60223,62
735,47.15396,27.60259,63
735,47.15394,27.60281,64
735,47.15377,27.60395,65
735,47.15482,27.60427,66
735,47.15514,27.60434,67
735,47.15522,27.60433,68
735,47.15549,27.60428,69
735,47.15576,27.60415,70
735,47.15586,27.60408,71
735,47.15614,27.6038,72
735,47.15658,27.60336,73
735,47.15692,27.60303,74
735,47.15692,27.60303,75
735,47.15869,27.60123,76
735,47.15887,27.60101,77
735,47.15878,27.60081,78
735,47.1587,27.6006,79
735,47.15869,27.60048,80
735,47.15877,27.60016,81
735,47.15899,27.59996,82
735,47.15911,27.5998,83
735,47.15953,27.59918,84
735,47.15998,27.59836,85
735,47.16021,27.59782,86
735,47.16021,27.59782,87
735,47.16063,27.59675,88
735,47.16095,27.59613,89
735,47.16124,27.59572,90
735,47.16151,27.59538,91
735,47.16177,27.59506,92
735,47.16267,27.59444,93
735,47.16322,27.59379,94
735,47.16346,27.59342,95
735,47.16361,27.59306,96
735,47.16421,27.59175,97
735,47.16421,27.59175,98
735,47.16427,27.59157,99
735,47.16431,27.59136,100
735,47.1643,27.59121,101
735,47.16555,27.59041,102
735,47.16594,27.58866,103
735,47.16637,27.58694,104
735,47.16637,27.58694,105
735,47.16775,27.58148,106
735,47.16792,27.58091,107
735,47.1681,27.58043,108
735,47.1685,27.57938,109
735,47.1685,27.57938,110
735,47.169,27.57804,111
735,47.16918,27.57761,112
735,47.16929,27.57733,113
735,47.16937,27.57721,114
735,47.1696,27.57708,115
735,47.16978,27.57697,116
735,47.16985,27.57684,117
735,47.16988,27.57663,118
735,47.16989,27.57633,119
735,47.16989,27.57633,120
735,47.16992,27.57551,121
735,47.17003,27.57463,122
735,47.17003,27.57463,123
735,47.17015,27.57412,124
735,47.17041,27.57333,125
735,47.17072,27.5718,126
735,47.1713,27.56927,127
735,47.17149,27.56857,128
735,47.17166,27.56804,129
735,47.17177,27.56778,130
735,47.17236,27.56633,131
735,47.17248,27.56573,132
735,47.17248,27.56532,133
735,47.17242,27.56504,134
735,47.17228,27.56451,135
735,47.17224,27.56426,136
735,47.17223,27.56401,137
735,47.17227,27.56376,138
735,47.17235,27.56352,139
735,47.17276,27.56228,140
735,47.17333,27.56054,141
735,47.17371,27.55812,142
735,47.17371,27.55812,143
735,47.17399,27.55613,144
735,47.17407,27.55535,145
735,47.17435,27.55163,146
735,47.17456,27.54877,147
735,47.17464,27.54706,148
735,47.1748,27.54354,149
735,47.1748,27.54279,150
735,47.17472,27.5422,151
735,47.17466,27.54193,152
735,47.17466,27.54193,153
735,47.17455,27.54156,154
735,47.17397,27.54007,155
735,47.17376,27.53949,156
735,47.17369,27.53916,157
735,47.17351,27.53774,158
735,47.1731,27.53453,159
735,47.17295,27.53338,160
736,47.16751,27.51335,0
736,47.16752,27.51336,1
736,47.16761,27.51434,2
736,47.16831,27.51419,3
736,47.16895,27.51402,4
736,47.16896,27.5141,5
736,47.169,27.51416,6
736,47.16907,27.51422,7
736,47.16914,27.51422,8
736,47.1692,27.51416,9
736,47.16923,27.51409,10
736,47.16923,27.51395,11
736,47.16917,27.51384,12
736,47.1693,27.51231,13
736,47.16936,27.51226,14
736,47.1694,27.51209,15
736,47.16935,27.51197,16
736,47.16933,27.51195,17
736,47.16946,27.51019,18
736,47.16947,27.51009,19
736,47.16948,27.50999,20
736,47.16957,27.50979,21
736,47.16964,27.50964,22
736,47.16969,27.50961,23
736,47.16983,27.50952,24
736,47.17047,27.5094,25
736,47.17118,27.50934,26
736,47.17139,27.50936,27
736,47.17152,27.50941,28
736,47.17237,27.50984,29
736,47.17245,27.50991,30
736,47.17249,27.51001,31
736,47.17251,27.51014,32
736,47.17254,27.51126,33
736,47.17254,27.51164,34
736,47.17252,27.51177,35
736,47.17254,27.51202,36
736,47.17259,27.51212,37
736,47.17281,27.5123,38
736,47.1729,27.51236,39
736,47.1729,27.5124,40
736,47.17291,27.51247,41
736,47.17293,27.51261,42
736,47.17293,27.5127,43
736,47.17285,27.51361,44
736,47.17261,27.51539,45
736,47.17261,27.51539,46
736,47.17243,27.51682,47
736,47.17241,27.51723,48
736,47.17245,27.52002,49
736,47.17253,27.52431,50
736,47.17253,27.52431,51
736,47.17259,27.52919,52
736,47.17263,27.53034,53
736,47.1727,27.53128,54
736,47.17284,27.53245,55
736,47.1728,27.53247,56
736,47.17275,27.53255,57
736,47.17273,27.53266,58
736,47.17275,27.53277,59
736,47.1728,27.53285,60
736,47.17288,27.53288,61
736,47.17299,27.53364,62
736,47.1731,27.53453,63
736,47.17337,27.53663,64
736,47.17337,27.53663,65
736,47.17367,27.53901,66
736,47.17372,27.53929,67
736,47.17382,27.53966,68
736,47.17432,27.54098,69
736,47.17465,27.54189,70
736,47.17477,27.54252,71
736,47.1748,27.54317,72
736,47.1748,27.54354,73
736,47.17472,27.54522,74
736,47.17456,27.54873,75
736,47.17456,27.54873,76
736,47.17407,27.55535,77
736,47.17399,27.55613,78
736,47.1734,27.56018,79
736,47.17331,27.56064,80
736,47.17282,27.56212,81
736,47.17225,27.56379,82
736,47.17227,27.56447,83
736,47.17245,27.56523,84
736,47.17244,27.56593,85
736,47.17223,27.56666,86
736,47.1717,27.56793,87
736,47.17129,27.56931,88
736,47.17097,27.57072,89
736,47.17046,27.57311,90
736,47.17005,27.57451,91
736,47.1698,27.57597,92
736,47.16956,27.57629,93
736,47.16956,27.57629,94
736,47.16946,27.57641,95
736,47.16942,27.57651,96
736,47.16931,27.57691,97
736,47.169,27.57804,98
736,47.16889,27.57836,99
736,47.16889,27.57836,100
736,47.16833,27.57981,101
736,47.16799,27.58073,102
736,47.16778,27.58134,103
736,47.16759,27.5821,104
736,47.16743,27.58271,105
736,47.16743,27.58271,106
736,47.16653,27.58629,107
736,47.16626,27.58738,108
736,47.16571,27.5897,109
736,47.16555,27.59041,110
736,47.16511,27.59069,111
736,47.16511,27.59069,112
736,47.1643,27.59121,113
736,47.16431,27.59136,114
736,47.16427,27.59157,115
736,47.16414,27.59189,116
736,47.16369,27.59288,117
736,47.16358,27.59312,118
736,47.16346,27.59342,119
736,47.16332,27.59364,120
736,47.16297,27.59409,121
736,47.16297,27.59409,122
736,47.16267,27.59444,123
736,47.16177,27.59506,124
736,47.16151,27.59538,125
736,47.16124,27.59572,126
736,47.16095,27.59613,127
736,47.16063,27.59675,128
736,47.15998,27.59836,129
736,47.15968,27.59892,130
736,47.15968,27.59892,131
736,47.15938,27.59943,132
736,47.15899,27.59996,133
736,47.15877,27.60016,134
736,47.15871,27.60034,135
736,47.1587,27.6006,136
736,47.15887,27.60101,137
736,47.15867,27.60126,138
736,47.15718,27.60276,139
736,47.15718,27.60276,140
736,47.15614,27.6038,141
736,47.15586,27.60408,142
736,47.15576,27.60415,143
736,47.15549,27.60428,144
736,47.15522,27.60433,145
736,47.15514,27.60434,146
736,47.15482,27.60427,147
736,47.15423,27.60408,148
736,47.15377,27.60395,149
736,47.15394,27.60281,150
736,47.15396,27.60259,151
736,47.15394,27.60223,152
736,47.15385,27.60174,153
736,47.15385,27.60174,154
736,47.15361,27.60054,155
736,47.15348,27.60023,156
736,47.15267,27.59911,157
736,47.15197,27.59816,158
736,47.15078,27.59658,159
736,47.15061,27.59633,160
736,47.15061,27.59633,161
736,47.14922,27.59443,162
736,47.14744,27.59205,163
736,47.14637,27.5933,164
736,47.14637,27.5933,165
736,47.14584,27.59392,166
736,47.14507,27.59488,167
736,47.14381,27.59653,168
736,47.14274,27.59815,169
736,47.14274,27.59815,170
736,47.14167,27.59974,171
736,47.14084,27.60103,172
736,47.14084,27.60103,173
736,47.13756,27.60583,174
736,47.13745,27.60585,175
736,47.13735,27.60583,176
736,47.13728,27.60577,177
736,47.13722,27.60567,178
736,47.13717,27.60551,179
736,47.13705,27.60377,180
736,47.13705,27.60377,181
736,47.13679,27.59948,182
736,47.13662,27.59678,183
736,47.13662,27.59678,184
736,47.13656,27.59591,185
736,47.13652,27.59515,186
736,47.13651,27.59523,187
736,47.13645,27.5941,188
736,47.13635,27.59314,189
736,47.13621,27.59203,190
736,47.13618,27.59186,191
736,47.13618,27.59186,192
736,47.1357,27.58838,193
736,47.13558,27.58746,194
736,47.13532,27.58594,195
736,47.13532,27.58594,196
